Row ID,target
1,196236.0716178657
2,141553.4473408935
3,195225.8677108264
4,212221.82059105698
5,155653.88812030107
6,232645.60763320327
7,290470.20279179746
8,195361.4965959133
9,243615.8427985555
10,217017.50524703375
11,182667.77567729625
12,306474.2341730974
13,201423.24669292488
14,156632.38154665873
15,178227.36497336006
16,204207.9440461764
17,245424.2313510419
18,193972.19361420057
19,232320.9389080426
20,195246.20578868617
21,-146091.9746267829
22,192611.40524830038
23,198899.639660433
24,196132.96790772988
25,213609.39118543686
26,198446.48296801432
27,175644.32270475526
28,203588.09343552354
29,225461.1352835138
30,202433.10407803778
31,191429.52619502955
32,198217.90553872913
33,194074.3954726559
34,198900.93764683162
35,209666.24085864983
36,197785.99303035642
37,210306.9050089456
38,180384.78785407625
39,216499.49041981454
40,277608.1040676768
41,242325.92827766621
42,214893.22469983326
43,196781.39213559928
44,186607.0478401415
45,-41018.95557589366
46,297229.15969446336
47,196735.84506115515
48,141331.52144579598
49,184728.41378245354
50,190040.46332726697
51,228476.06523476978
52,197188.9125562958
53,232950.01305641147
54,198558.55533287802
55,253803.51128074882
56,226311.8775470748
57,188605.99709633493
58,210498.54735819556
59,201756.70968117838
60,201136.60500100453
61,185440.8059285262
62,194940.51987991988
63,175164.0104058463
64,195112.23282680925
65,222291.67524928995
66,228035.31805328286
67,168319.29419952544
68,212825.49106092594
69,203029.60431159797
70,190599.2877161575
71,230126.62298611598
72,209447.81165790657
73,194201.73220447788
74,207505.0964450647
75,198031.83857748122
76,154874.29341281386
77,196315.11468312342
78,180376.70935344903
79,203780.60488434008
80,114968.8348527972
81,370625.6510697133
82,226941.93769274038
83,194332.50998504309
84,269236.3294619204
85,207101.4683688219
86,215920.44126782665
87,222148.14626091789
88,186228.66587257615
89,157661.130064476
90,178005.41195148995
91,269193.97750515834
92,237405.51666056688
93,206007.42742677155
94,212742.58776951997
95,192791.6403293892
96,203522.70806371115
97,213614.75663331005
98,155366.68489101692
99,222582.8359024322
100,194079.23987456667
101,329410.48143329116
102,195286.1112466046
103,203245.92281311293
104,178230.76158885178
105,-1342.7319927944045
106,205395.35590986727
107,192771.29563156454
108,204794.0358593383
109,217836.6876704423
110,199541.99605437217
111,216902.0387319706
112,208465.32009170938
113,199312.04165320218
114,153891.1084647157
115,204888.12189276735
116,197005.77981217075
117,201140.04193973704
118,197097.06012304508
119,220567.82267363067
120,199447.10441938048
121,189327.94402848213
122,192540.0215003885
123,179287.20547613758
124,195959.8639853242
125,198553.9722847005
126,206332.84776721362
127,243750.61493952258
