Row ID,target
1,127440.22056005159
2,30428.840900663665
3,169405.42752637703
4,247701.95688504513
5,160939.86076214974
6,310691.19594952936
7,284721.245899323
8,150170.85571068476
9,233823.91561226803
10,242720.8924298772
11,123712.67045527505
12,394849.8592402026
13,189940.34978360616
14,122086.7404951261
15,158689.30763133563
16,211923.2519205025
17,249906.42715324982
18,124325.48476485521
19,175760.60779467504
20,130421.88724450103
21,127749.37344906686
22,185029.0950705418
23,185096.03947191563
24,188560.05798179068
25,273708.46130842937
26,172455.05937701784
27,121889.54471368484
28,211048.29451804978
29,374586.96516563493
30,204015.74497520475
31,196182.04859019964
32,252196.29894621338
33,181575.98954219004
34,168528.761965145
35,261038.13697370322
36,196544.1394638003
37,186031.82640567952
38,162330.36473867542
39,201801.56474421208
40,259995.60105263005
41,231766.50048663362
42,270350.67132674454
43,236284.99411449555
44,143268.259244642
45,71258.70747991774
46,589960.4952184387
47,186553.934456627
48,43023.18737628491
49,139100.63122357323
50,102822.59825686665
51,222563.22134624168
52,129591.90729733236
53,247049.57895173173
54,157688.2014361377
55,392624.84978772636
56,259253.14648380186
57,190481.7049662366
58,217468.28521319275
59,208078.66590719213
60,218771.21643074995
61,111326.70763157596
62,164464.68136047092
63,110473.72797664921
64,140780.13988438225
65,308318.83630851936
66,247136.59659790416
67,112542.1500948154
68,216721.14724581398
69,211945.26240253306
70,168078.3272961217
71,325580.34521137574
72,186731.46994025362
73,164648.76901025063
74,273822.22805767576
75,237206.63181121254
76,132644.9332813578
77,230721.79303437303
78,127440.4423861684
79,309092.594779225
80,136275.47250432978
81,474215.6095920901
82,317939.4375784481
83,123266.03587091347
84,362707.1016204823
85,249253.9800286055
86,274256.21953478927
87,244985.46426023147
88,196952.43401379036
89,105977.86731331323
90,105020.94997496175
91,344161.4748679545
92,305823.5578484837
93,163828.80285798974
94,220308.9538167656
95,212181.07396520424
96,228415.36892143803
97,215577.1425623678
98,128671.75971157607
99,226050.47217225266
100,160338.2165747307
101,367456.27519244474
102,165179.35908089086
103,181482.47666861734
104,122628.959751638
105,148177.57889624394
106,268106.1564033721
107,108116.73073456659
108,182504.86835749476
109,264623.9463436367
110,196089.72976001914
111,207080.1146985161
112,220381.44355902026
113,259540.3502096648
114,57962.60280627079
115,199746.75759457867
116,190403.5217653644
117,242767.86493486565
118,161897.55731175802
119,216904.37359733015
120,160993.68963595937
121,201234.56003960856
122,90354.7569877966
123,97946.10735174734
124,144466.68933677493
125,183059.54669468594
126,212308.19798218083
127,379874.03448152164
128,178599.3336431101
129,145753.79550913355
130,309041.4231915844
131,208501.9582731479
132,132744.10412461637
133,297646.56278390763
134,69291.14904511336
135,299933.03880165826
136,189584.93057268683
137,185569.47234410496
138,21321.138751065126
139,330707.8881985645
140,149852.6527401458
141,163599.960699568
142,261272.09420193217
143,186684.99308947427
144,298373.4000370202
145,75417.83464550212
146,121233.30383580073
147,238121.21151484264
148,247686.2381561809
149,267391.4135239279
150,269717.0981131826
151,283941.88648628304
152,160771.7598789615
153,192921.97190768286
154,269608.2035376213
155,193765.1501683756
156,191160.64866356642
157,255446.37049565563
158,151052.34883221478
159,246439.79317768116
160,296333.6090161911
161,188036.15909127716
162,166451.16394336338
163,279720.3051034234
164,220372.40564899927
165,291695.3427639495
166,189600.85253363004
167,215320.71978744428
168,267511.64674742846
169,183135.5426827839
170,182133.73831525503
171,34408.059561095986
172,138755.59762872243
173,265924.18454942154
174,86382.10235253681
175,351087.9382460773
176,194082.74326774167
177,155035.79090425873
178,358087.3861011337
179,132655.80565924672
180,376289.12207241583
181,222380.42571378438
182,206084.88141722057
183,256596.70355611382
184,87683.56364775973
185,116852.21292284704
186,187085.10393061314
187,211049.3443143895
188,133262.7566262568
189,160094.89995259425
190,288930.6780672913
191,160325.75786114403
192,192589.2963566393
193,133717.21609664962
194,272942.1940539023
195,155868.86053409282
196,274338.4599410422
197,194304.017423528
198,279867.08165806485
199,137620.28125993878
200,194999.7740167656
201,307996.4732619806
202,149831.76135840273
203,199253.9638783895
204,265200.9699025512
205,225122.04004998883
206,153265.17439451377
207,290817.73634965677
208,238221.91849399713
209,116049.70654386036
210,220200.19184844563
211,70239.31538345054
212,122140.60251277685
213,138546.16786495558
214,263673.9817568747
215,90058.94981304815
216,195745.611578575
217,210453.04871466328
218,182337.69286199557
219,164839.07603428783
220,169580.6107484775
221,223296.88326428685
222,174813.0229684775
223,240498.68345086102
224,220109.42667341945
225,264515.9588410356
226,186811.56379694704
227,219376.89972554933
228,105511.43647690423
229,323669.35248810943
230,174425.0219895688
231,321371.2318172466
232,110839.06852090059
233,196627.4989575679
234,285187.9206945072
235,278264.1333696289
236,222501.7733261804
237,187297.71907197393
238,188065.12328385108
239,156585.88049988972
240,264669.8706375988
241,144792.6578472238
242,244203.89449158788
243,281285.7429704236
244,269292.63859190966
245,256777.97392089845
246,119130.89497848097
247,167298.8246790539
248,176241.1178244165
249,215102.05406588287
250,159730.15711954713
251,214001.5248270676
252,233707.4008784118
253,116275.82077873655
254,209705.36726214286
255,92158.3619113334
256,455142.51337823377
257,138529.6747340066
258,214854.78160311177
259,89563.36747911223
260,269620.45093492494
261,217699.68228378758
262,222015.01711910477
263,320147.4605574858
264,177940.16714478238
265,130382.7232844401
266,177582.70849426716
267,47854.82732663612
268,327609.5674463577
269,135309.40433996514
270,97445.7396824432
271,292226.81614921306
272,270519.4801457911
273,127912.68901659401
274,309567.3959172461
275,408687.02472940605
276,327833.06374388566
277,226263.61691271415
278,322759.0561222907
279,203977.02734264487
280,128587.99063998104
281,187792.1550058985
282,233795.71437134233
283,244456.35662610576
284,88753.23486038996
285,142995.09507599447
286,200547.99622138904
287,190784.30244667028
288,215271.98435550084
289,76633.27211910018
290,212281.55628965673
291,26524.263449799473
292,177404.30650755484
293,540116.8340665861
294,63362.381227198755
295,135489.8137334759
296,237589.2322028755
297,274580.26204251987
298,193970.60690396788
299,178422.14699322512
300,259251.30417490582
301,160183.51589280088
302,181533.1495791736
303,83939.76173914413
304,238180.43860617542
305,146140.88202559942
306,178314.80355105997
307,93101.17091161227
308,147316.47332174837
309,24570.545942919736
310,162447.76286956883
311,213099.3730156158
312,173327.86495884467
313,198302.66548710727
314,264628.75390917214
315,217361.2785615723
316,267145.12648959924
317,103707.56169372657
318,341315.2210604636
319,233237.06075598957
320,553858.094656523
321,237455.74676810158
322,252981.29276860427
323,179951.0701749463
324,210521.99714353104
325,125515.20983813857
326,234632.17623300958
327,98579.53828686154
328,275826.3581308513
329,170353.94366826557
330,288074.502677361
331,158728.86988703415
332,85003.00596967796
333,224000.4981737805
334,225867.22823960427
335,215407.43415429437
336,172276.60905961716
337,50597.1852655166
338,101347.2120117594
339,274091.705005219
340,345725.8647632856
341,170007.22650439793
342,256305.7892746118
343,146012.12165249372
344,138792.75490009302
345,261913.2087598755
346,112583.23496361883
347,147018.13731204707
348,393055.22893948026
349,366806.22803175624
350,314967.1905623627
351,416580.99271282414
352,101081.39877368223
353,198447.026956706
354,193894.89351604335
355,315862.5550054854
356,293457.4245217575
357,263824.2238406107
358,256963.38813726002
359,115709.10308104761
360,82161.91928823653
361,296071.30563192733
362,98073.73146386162
363,237855.5398161588
364,81706.64229369865
365,395091.657507211
366,217293.8059115249
367,211232.25021091572
368,130769.56862088075
369,326496.2779722364
370,253351.69799227448
371,197376.86983797987
372,36732.82595355535
373,185896.4311537163
374,251852.035669202
375,293227.1109866818
376,123816.03169503897
377,259290.08398810297
378,242258.99370013078
379,167789.53597168182
380,206028.34142583888
381,80710.27510502742
382,213128.10539708956
383,245084.60139156584
384,220141.69047507728
385,179156.81322416416
386,186233.13270981098
387,43807.15109052393
388,289736.0472606796
389,263951.5043105465
390,218030.21117962
391,212217.52605499356
392,207101.65318632236
393,201767.778351503
394,125957.4373417559
395,321181.76160728326
396,214433.12693553342
397,164825.04565994116
398,217964.17479065197
399,230351.2825623603
400,322524.5882379803
401,140261.4422909697
402,270921.09712285106
403,252198.08694054114
404,194653.40599677668
405,103613.45645491278
406,161039.58772124193
407,312409.51561877236
408,84529.74967442744
409,283857.0209343479
410,193404.82089208005
411,253030.6898791644
412,165588.7535613643
413,275736.09454555874
414,168418.3475170707
415,139865.58130777944
416,170035.00816029476
417,120324.87271503522
418,96032.89895186851
419,309957.0110656156
420,135276.6646009606
421,170289.51699037818
422,539013.2376741257
423,150102.20174678764
424,141644.26859734737
425,143105.05340817868
426,112341.9717023179
427,225766.59380182155
428,209928.42837122772
429,250298.35007880398
430,154119.2837130641
431,195636.67284954284
432,163227.4418227733
433,137697.92870718671
434,227186.93789528665
435,409750.05289958493
436,301835.76775507454
437,232302.05650583192
438,452168.3633396347
439,194607.4775036435
440,292935.3080144241
441,103574.81244687368
442,263680.42981683946
443,82632.77920393334
444,294458.2873170368
445,184258.3132495601
446,268378.680923798
447,299478.48600678873
448,192940.6137879179
449,201830.15647922285
450,301092.50448685006
451,233622.35470189012
452,116588.735571037
453,276301.41718017275
